"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"marcus buaiz","2 mil+","5 de junho de 2026 às 17:40:00 UTC-3","5 de junho de 2026 às 21:30:00 UTC-3","marcus buaiz","./explore?q=marcus%20buaiz&geo=BR"
"7 a 0","1 mil+","5 de junho de 2026 às 23:10:00 UTC-3","6 de junho de 2026 às 04:50:00 UTC-3","7 a 0","./explore?q=7%20a%200&geo=BR"
"superlua","500+","7 de junho de 2026 às 07:00:00 UTC-3","7 de junho de 2026 às 09:40:00 UTC-3","superlua","./explore?q=superlua&geo=BR"
"camisa seleção brasileira","2 mil+","6 de junho de 2026 às 19:20:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","camisa seleção brasileira","./explore?q=camisa%20sele%C3%A7%C3%A3o%20brasileira&geo=BR"
"parreira","200+","7 de junho de 2026 às 23:50:00 UTC-3","8 de junho de 2026 às 00:40:00 UTC-3","parreira","./explore?q=parreira&geo=BR"
"turquia","2 mil+","6 de junho de 2026 às 19:40:00 UTC-3","6 de junho de 2026 às 21:50:00 UTC-3","turquia","./explore?q=turquia&geo=BR"
"marta","2 mil+","6 de junho de 2026 às 18:50:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","marta","./explore?q=marta&geo=BR"
"jogos amistosos de hoje","2 mil+","6 de junho de 2026 às 13:30:00 UTC-3","6 de junho de 2026 às 18:20:00 UTC-3","jogos amistosos de hoje,amistosos de hoje,jogo do brasil agora","./explore?q=jogos%20amistosos%20de%20hoje&geo=BR"
"jogo da inglaterra","2 mil+","6 de junho de 2026 às 17:20:00 UTC-3","6 de junho de 2026 às 19:40:00 UTC-3","jogo da inglaterra","./explore?q=jogo%20da%20inglaterra&geo=BR"
"anderson varejão","2 mil+","6 de junho de 2026 às 19:00:00 UTC-3","6 de junho de 2026 às 20:10:00 UTC-3","anderson varejão,anderson varejao","./explore?q=anderson%20varej%C3%A3o&geo=BR"
"cher","2 mil+","5 de junho de 2026 às 18:40:00 UTC-3","6 de junho de 2026 às 07:40:00 UTC-3","cher","./explore?q=cher&geo=BR"
"instituto estadual do ambiente","2 mil+","5 de junho de 2026 às 11:50:00 UTC-3","5 de junho de 2026 às 16:10:00 UTC-3","instituto estadual do ambiente","./explore?q=instituto%20estadual%20do%20ambiente&geo=BR"
"marcia fu","500+","7 de junho de 2026 às 19:10:00 UTC-3","7 de junho de 2026 às 20:10:00 UTC-3","marcia fu","./explore?q=marcia%20fu&geo=BR"
"fernando alonso","1 mil+","7 de junho de 2026 às 11:40:00 UTC-3","7 de junho de 2026 às 13:00:00 UTC-3","fernando alonso","./explore?q=fernando%20alonso&geo=BR"
"club de regatas vasco da gama","2 mil+","6 de junho de 2026 às 15:40:00 UTC-3","6 de junho de 2026 às 17:30:00 UTC-3","club de regatas vasco da gama","./explore?q=club%20de%20regatas%20vasco%20da%20gama&geo=BR"
"flavio cobolli","5 mil+","5 de junho de 2026 às 14:00:00 UTC-3","5 de junho de 2026 às 16:50:00 UTC-3","flavio cobolli,arnaldi","./explore?q=flavio%20cobolli&geo=BR"
"proteína","5 mil+","1 de junho de 2026 às 23:30:00 UTC-3","2 de junho de 2026 às 12:50:00 UTC-3","proteína","./explore?q=prote%C3%ADna&geo=BR"
"picape","2 mil+","6 de junho de 2026 às 07:20:00 UTC-3","6 de junho de 2026 às 19:00:00 UTC-3","picape","./explore?q=picape&geo=BR"
"polônia x nigéria","5 mil+","3 de junho de 2026 às 14:50:00 UTC-3","3 de junho de 2026 às 19:30:00 UTC-3","polônia x nigéria,polonia","./explore?q=pol%C3%B4nia%20x%20nig%C3%A9ria&geo=BR"
"colômbia x costa rica","5 mil+","1 de junho de 2026 às 21:00:00 UTC-3","2 de junho de 2026 às 08:30:00 UTC-3","colômbia x costa rica,colombia x,colombia x costa rica,flashscore,vivo","./explore?q=col%C3%B4mbia%20x%20costa%20rica&geo=BR"
"vincent cassel","500+","7 de junho de 2026 às 14:40:00 UTC-3","7 de junho de 2026 às 15:50:00 UTC-3","vincent cassel","./explore?q=vincent%20cassel&geo=BR"
"canada x","5 mil+","1 de junho de 2026 às 22:00:00 UTC-3","2 de junho de 2026 às 08:20:00 UTC-3","canada x,canadá x uzbequistão,canada x uzbequistão","./explore?q=canada%20x&geo=BR"
"leila diniz","5 mil+","3 de junho de 2026 às 10:20:00 UTC-3","3 de junho de 2026 às 15:50:00 UTC-3","leila diniz","./explore?q=leila%20diniz&geo=BR"
"dinamarca x rd congo","5 mil+","3 de junho de 2026 às 14:30:00 UTC-3","3 de junho de 2026 às 23:40:00 UTC-3","dinamarca x rd congo,dinamarca seleção","./explore?q=dinamarca%20x%20rd%20congo&geo=BR"
"dua lipa","1 mil+","6 de junho de 2026 às 07:10:00 UTC-3","6 de junho de 2026 às 10:20:00 UTC-3","dua lipa","./explore?q=dua%20lipa&geo=BR"
"vinicius júnior","2 mil+","6 de junho de 2026 às 21:10:00 UTC-3","6 de junho de 2026 às 22:20:00 UTC-3","vinicius júnior","./explore?q=vinicius%20j%C3%BAnior&geo=BR"
"ñublense universidad de concepcion 06/06/2026","1 mil+","6 de junho de 2026 às 19:20:00 UTC-3","6 de junho de 2026 às 21:10:00 UTC-3","ñublense universidad de concepcion 06/06/2026","./explore?q=%C3%B1ublense%20universidad%20de%20concepcion%2006%2F06%2F2026&geo=BR"
"lotofacil 3700","10 mil+","1 de junho de 2026 às 22:00:00 UTC-3","2 de junho de 2026 às 12:10:00 UTC-3","lotofacil 3700,lotofacil,resultado da lotofácil concurso 3700,lotofácil 3700,resultado da lotofácil,resultado da lotofácil de hoje","./explore?q=lotofacil%203700&geo=BR"
"angelo stiller","1 mil+","6 de junho de 2026 às 07:20:00 UTC-3","6 de junho de 2026 às 10:40:00 UTC-3","angelo stiller","./explore?q=angelo%20stiller&geo=BR"
"br-163","2 mil+","4 de junho de 2026 às 17:30:00 UTC-3","5 de junho de 2026 às 08:50:00 UTC-3","br-163","./explore?q=br-163&geo=BR"
"cafu","1 mil+","6 de junho de 2026 às 18:40:00 UTC-3","6 de junho de 2026 às 21:10:00 UTC-3","cafu","./explore?q=cafu&geo=BR"
"diana shnaider","5 mil+","4 de junho de 2026 às 11:50:00 UTC-3","4 de junho de 2026 às 15:20:00 UTC-3","diana shnaider,chwalinska,anna kalinskaya","./explore?q=diana%20shnaider&geo=BR"
"jennifer lopez","2 mil+","6 de junho de 2026 às 22:20:00 UTC-3","7 de junho de 2026 às 00:20:00 UTC-3","jennifer lopez","./explore?q=jennifer%20lopez&geo=BR"
"f1tv","1 mil+","7 de junho de 2026 às 09:40:00 UTC-3","7 de junho de 2026 às 11:00:00 UTC-3","f1tv","./explore?q=f1tv&geo=BR"
"jogo de hoje","2 mil+","6 de junho de 2026 às 18:00:00 UTC-3","6 de junho de 2026 às 20:00:00 UTC-3","jogo de hoje,amistosos internacionais,hoje","./explore?q=jogo%20de%20hoje&geo=BR"
"incendio bh","1 mil+","7 de junho de 2026 às 13:30:00 UTC-3","7 de junho de 2026 às 14:30:00 UTC-3","incendio bh,incêndio belo horizonte","./explore?q=incendio%20bh&geo=BR"
"umdois esportes","2 mil+","5 de junho de 2026 às 16:30:00 UTC-3","5 de junho de 2026 às 19:50:00 UTC-3","umdois esportes","./explore?q=umdois%20esportes&geo=BR"
"guild wars 3","2 mil+","5 de junho de 2026 às 18:40:00 UTC-3","5 de junho de 2026 às 21:00:00 UTC-3","guild wars 3","./explore?q=guild%20wars%203&geo=BR"
"bremer","2 mil+","6 de junho de 2026 às 20:40:00 UTC-3","6 de junho de 2026 às 22:00:00 UTC-3","bremer","./explore?q=bremer&geo=BR"
"alexandre negrão","2 mil+","6 de junho de 2026 às 13:50:00 UTC-3","6 de junho de 2026 às 17:10:00 UTC-3","alexandre negrão,elisa zarzur","./explore?q=alexandre%20negr%C3%A3o&geo=BR"
"imperatriz x tuna","2 mil+","6 de junho de 2026 às 16:30:00 UTC-3","6 de junho de 2026 às 18:40:00 UTC-3","imperatriz x tuna,classificações de sociedade imperatriz de desportos x tuna luso brasileira","./explore?q=imperatriz%20x%20tuna&geo=BR"
"danilo luiz da silva","1 mil+","6 de junho de 2026 às 19:20:00 UTC-3","6 de junho de 2026 às 21:00:00 UTC-3","danilo luiz da silva","./explore?q=danilo%20luiz%20da%20silva&geo=BR"
"espanha x inglaterra","2 mil+","5 de junho de 2026 às 15:20:00 UTC-3","5 de junho de 2026 às 18:20:00 UTC-3","espanha x inglaterra","./explore?q=espanha%20x%20inglaterra&geo=BR"
"barra x brusque","2 mil+","1 de junho de 2026 às 21:00:00 UTC-3","2 de junho de 2026 às 08:40:00 UTC-3","barra x brusque,brusque fc","./explore?q=barra%20x%20brusque&geo=BR"
"roblox","20 mil+","2 de junho de 2026 às 19:40:00 UTC-3","2 de junho de 2026 às 21:40:00 UTC-3","roblox","./explore?q=roblox&geo=BR"
"carolina dieckmmann","2 mil+","5 de junho de 2026 às 15:40:00 UTC-3","5 de junho de 2026 às 18:50:00 UTC-3","carolina dieckmmann","./explore?q=carolina%20dieckmmann&geo=BR"
"coração de mãe","2 mil+","5 de junho de 2026 às 16:50:00 UTC-3","5 de junho de 2026 às 19:50:00 UTC-3","coração de mãe","./explore?q=cora%C3%A7%C3%A3o%20de%20m%C3%A3e&geo=BR"
"copa do mundo feminina","1 mil+","6 de junho de 2026 às 19:50:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","copa do mundo feminina","./explore?q=copa%20do%20mundo%20feminina&geo=BR"
"porto rico x","2 mil+","5 de junho de 2026 às 20:40:00 UTC-3","5 de junho de 2026 às 23:00:00 UTC-3","porto rico x,arábia saudita fc","./explore?q=porto%20rico%20x&geo=BR"
"juiz de fora","2 mil+","5 de junho de 2026 às 14:10:00 UTC-3","5 de junho de 2026 às 17:00:00 UTC-3","juiz de fora","./explore?q=juiz%20de%20fora&geo=BR"
"estádio serra dourada","500+","7 de junho de 2026 às 07:40:00 UTC-3","7 de junho de 2026 às 09:50:00 UTC-3","estádio serra dourada","./explore?q=est%C3%A1dio%20serra%20dourada&geo=BR"
"julián alvarez","500+","7 de junho de 2026 às 08:00:00 UTC-3","7 de junho de 2026 às 09:50:00 UTC-3","julián alvarez","./explore?q=juli%C3%A1n%20alvarez&geo=BR"
"geórgia x bahrein","2 mil+","5 de junho de 2026 às 12:50:00 UTC-3","5 de junho de 2026 às 15:50:00 UTC-3","geórgia x bahrein","./explore?q=ge%C3%B3rgia%20x%20bahrein&geo=BR"
"france vs ivory coast","2 mil+","4 de junho de 2026 às 15:40:00 UTC-3","4 de junho de 2026 às 19:20:00 UTC-3","france vs ivory coast,amad diallo","./explore?q=france%20vs%20ivory%20coast&geo=BR"
"jogo do vitória","5 mil+","2 de junho de 2026 às 22:40:00 UTC-3","3 de junho de 2026 às 06:50:00 UTC-3","jogo do vitória","./explore?q=jogo%20do%20vit%C3%B3ria&geo=BR"
"ethereum","500+","7 de junho de 2026 às 06:30:00 UTC-3","7 de junho de 2026 às 09:10:00 UTC-3","ethereum","./explore?q=ethereum&geo=BR"
"dumfries","2 mil+","2 de junho de 2026 às 18:20:00 UTC-3","3 de junho de 2026 às 01:20:00 UTC-3","dumfries","./explore?q=dumfries&geo=BR"
"danilo santos","2 mil+","6 de junho de 2026 às 20:40:00 UTC-3","6 de junho de 2026 às 21:50:00 UTC-3","danilo santos,danilo botafogo","./explore?q=danilo%20santos&geo=BR"
"dinamarca","5 mil+","3 de junho de 2026 às 15:10:00 UTC-3","3 de junho de 2026 às 18:50:00 UTC-3","dinamarca","./explore?q=dinamarca&geo=BR"
"gales x gana","5 mil+","2 de junho de 2026 às 15:20:00 UTC-3","2 de junho de 2026 às 19:20:00 UTC-3","gales x gana","./explore?q=gales%20x%20gana&geo=BR"
"kylian mbappé","2 mil+","4 de junho de 2026 às 18:00:00 UTC-3","4 de junho de 2026 às 20:30:00 UTC-3","kylian mbappé","./explore?q=kylian%20mbapp%C3%A9&geo=BR"
"hino nacional","2 mil+","6 de junho de 2026 às 18:50:00 UTC-3","6 de junho de 2026 às 20:00:00 UTC-3","hino nacional,alcione,belo e alcione hino nacional","./explore?q=hino%20nacional&geo=BR"
"haaland","500+","7 de junho de 2026 às 16:40:00 UTC-3","7 de junho de 2026 às 17:30:00 UTC-3","haaland","./explore?q=haaland&geo=BR"
"martinelli","1 mil+","6 de junho de 2026 às 20:30:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","martinelli","./explore?q=martinelli&geo=BR"
"cpfl","2 mil+","5 de junho de 2026 às 12:30:00 UTC-3","5 de junho de 2026 às 15:20:00 UTC-3","cpfl","./explore?q=cpfl&geo=BR"
"ministro","1 mil+","6 de junho de 2026 às 20:20:00 UTC-3","6 de junho de 2026 às 22:00:00 UTC-3","ministro","./explore?q=ministro&geo=BR"
"arvid lindblad","500+","7 de junho de 2026 às 11:40:00 UTC-3","7 de junho de 2026 às 12:50:00 UTC-3","arvid lindblad","./explore?q=arvid%20lindblad&geo=BR"
"bolivia","1 mil+","6 de junho de 2026 às 17:30:00 UTC-3","6 de junho de 2026 às 19:10:00 UTC-3","bolivia","./explore?q=bolivia&geo=BR"
"karl-anthony towns","2 mil+","5 de junho de 2026 às 23:00:00 UTC-3","6 de junho de 2026 às 01:40:00 UTC-3","karl-anthony towns,karl anthony towns","./explore?q=karl-anthony%20towns&geo=BR"
"canada","2 mil+","5 de junho de 2026 às 22:10:00 UTC-3","6 de junho de 2026 às 00:00:00 UTC-3","canada","./explore?q=canada&geo=BR"
"feriado 4 de junho","2 mil+","3 de junho de 2026 às 17:40:00 UTC-3","4 de junho de 2026 às 10:50:00 UTC-3","feriado 4 de junho","./explore?q=feriado%204%20de%20junho&geo=BR"
"hamza abdelkarim","1 mil+","6 de junho de 2026 às 20:50:00 UTC-3","6 de junho de 2026 às 22:00:00 UTC-3","hamza abdelkarim","./explore?q=hamza%20abdelkarim&geo=BR"
"leandro","2 mil+","5 de junho de 2026 às 12:50:00 UTC-3","5 de junho de 2026 às 15:20:00 UTC-3","leandro","./explore?q=leandro&geo=BR"
"repórter","2 mil+","1 de junho de 2026 às 23:20:00 UTC-3","2 de junho de 2026 às 09:00:00 UTC-3","repórter","./explore?q=rep%C3%B3rter&geo=BR"
"tupac","2 mil+","5 de junho de 2026 às 18:10:00 UTC-3","5 de junho de 2026 às 19:20:00 UTC-3","tupac,stranger than heaven","./explore?q=tupac&geo=BR"
"canada","2 mil+","1 de junho de 2026 às 21:50:00 UTC-3","2 de junho de 2026 às 08:10:00 UTC-3","canada","./explore?q=canada&geo=BR"
"correios","5 mil+","3 de junho de 2026 às 19:00:00 UTC-3","3 de junho de 2026 às 22:00:00 UTC-3","correios","./explore?q=correios&geo=BR"
"resumo de coração acelerado","10 mil+","2 de junho de 2026 às 20:00:00 UTC-3","2 de junho de 2026 às 21:40:00 UTC-3","resumo de coração acelerado,resumo da novela coração acelerado,resumo coração acelerado,coracao acelerado resumo,novela das sete","./explore?q=resumo%20de%20cora%C3%A7%C3%A3o%20acelerado&geo=BR"
"abde ezzalzouli","500+","7 de junho de 2026 às 16:40:00 UTC-3","7 de junho de 2026 às 17:20:00 UTC-3","abde ezzalzouli","./explore?q=abde%20ezzalzouli&geo=BR"
"keanu reeves","2 mil+","2 de junho de 2026 às 03:20:00 UTC-3","2 de junho de 2026 às 10:10:00 UTC-3","keanu reeves","./explore?q=keanu%20reeves&geo=BR"
"ios 18","2 mil+","4 de junho de 2026 às 13:40:00 UTC-3","4 de junho de 2026 às 16:30:00 UTC-3","ios 18","./explore?q=ios%2018&geo=BR"
"gabriel pec","2 mil+","4 de junho de 2026 às 10:00:00 UTC-3","4 de junho de 2026 às 13:10:00 UTC-3","gabriel pec,atacante","./explore?q=gabriel%20pec&geo=BR"
"breno bidon","2 mil+","3 de junho de 2026 às 17:30:00 UTC-3","3 de junho de 2026 às 20:40:00 UTC-3","breno bidon,kaiki bruno","./explore?q=breno%20bidon&geo=BR"
"ohio","1 mil+","6 de junho de 2026 às 19:10:00 UTC-3","6 de junho de 2026 às 20:30:00 UTC-3","ohio","./explore?q=ohio&geo=BR"
"eslováquia x montenegro","2 mil+","5 de junho de 2026 às 13:30:00 UTC-3","5 de junho de 2026 às 16:00:00 UTC-3","eslováquia x montenegro","./explore?q=eslov%C3%A1quia%20x%20montenegro&geo=BR"
"monte carlo","500+","7 de junho de 2026 às 09:50:00 UTC-3","7 de junho de 2026 às 11:00:00 UTC-3","monte carlo","./explore?q=monte%20carlo&geo=BR"
"claude","20 mil+","2 de junho de 2026 às 09:00:00 UTC-3","2 de junho de 2026 às 12:10:00 UTC-3","claude,claude ai","./explore?q=claude&geo=BR"
"barata","2 mil+","2 de junho de 2026 às 04:10:00 UTC-3","2 de junho de 2026 às 10:20:00 UTC-3","barata","./explore?q=barata&geo=BR"
"hakimi","500+","7 de junho de 2026 às 16:40:00 UTC-3","7 de junho de 2026 às 17:10:00 UTC-3","hakimi","./explore?q=hakimi&geo=BR"
"brésil – égypte","1 mil+","6 de junho de 2026 às 19:00:00 UTC-3","6 de junho de 2026 às 20:20:00 UTC-3","brésil – égypte","./explore?q=br%C3%A9sil%20%E2%80%93%20%C3%A9gypte&geo=BR"
"mc guimê","2 mil+","4 de junho de 2026 às 14:50:00 UTC-3","4 de junho de 2026 às 19:10:00 UTC-3","mc guimê","./explore?q=mc%20guim%C3%AA&geo=BR"
"globonews","1 mil+","6 de junho de 2026 às 12:10:00 UTC-3","6 de junho de 2026 às 14:10:00 UTC-3","globonews","./explore?q=globonews&geo=BR"
"karol g","500+","7 de junho de 2026 às 10:40:00 UTC-3","7 de junho de 2026 às 11:40:00 UTC-3","karol g","./explore?q=karol%20g&geo=BR"
"matteo berrettini","2 mil+","3 de junho de 2026 às 15:50:00 UTC-3","3 de junho de 2026 às 18:50:00 UTC-3","matteo berrettini,matteo arnaldi","./explore?q=matteo%20berrettini&geo=BR"
"kosovo","500+","7 de junho de 2026 às 15:40:00 UTC-3","7 de junho de 2026 às 16:20:00 UTC-3","kosovo","./explore?q=kosovo&geo=BR"
"coreia do sul","2 mil+","3 de junho de 2026 às 22:00:00 UTC-3","4 de junho de 2026 às 01:30:00 UTC-3","coreia do sul","./explore?q=coreia%20do%20sul&geo=BR"
"alessandro vieira","5 mil+","2 de junho de 2026 às 06:50:00 UTC-3","2 de junho de 2026 às 10:10:00 UTC-3","alessandro vieira","./explore?q=alessandro%20vieira&geo=BR"
"bom dia corpus christi 2026","2 mil+","4 de junho de 2026 às 06:20:00 UTC-3","4 de junho de 2026 às 10:20:00 UTC-3","bom dia corpus christi 2026","./explore?q=bom%20dia%20corpus%20christi%202026&geo=BR"
"jogo de xbox","2 mil+","3 de junho de 2026 às 15:40:00 UTC-3","3 de junho de 2026 às 19:10:00 UTC-3","jogo de xbox","./explore?q=jogo%20de%20xbox&geo=BR"
"tom nolan","1 mil+","6 de junho de 2026 às 22:10:00 UTC-3","6 de junho de 2026 às 23:10:00 UTC-3","tom nolan,fares ziam","./explore?q=tom%20nolan&geo=BR"
"ciclone extratropical","2 mil+","4 de junho de 2026 às 13:50:00 UTC-3","4 de junho de 2026 às 15:40:00 UTC-3","ciclone extratropical","./explore?q=ciclone%20extratropical&geo=BR"
"marta kostyuk","2 mil+","4 de junho de 2026 às 10:30:00 UTC-3","4 de junho de 2026 às 12:30:00 UTC-3","marta kostyuk,elina svitolina","./explore?q=marta%20kostyuk&geo=BR"
"gabriely miranda","2 mil+","4 de junho de 2026 às 11:20:00 UTC-3","4 de junho de 2026 às 15:20:00 UTC-3","gabriely miranda","./explore?q=gabriely%20miranda&geo=BR"
"wembanyama","2 mil+","6 de junho de 2026 às 00:20:00 UTC-3","6 de junho de 2026 às 01:30:00 UTC-3","wembanyama,victor wembanyama","./explore?q=wembanyama&geo=BR"
"suecia","2 mil+","4 de junho de 2026 às 14:20:00 UTC-3","4 de junho de 2026 às 17:00:00 UTC-3","suecia","./explore?q=suecia&geo=BR"
"crossfire","2 mil+","5 de junho de 2026 às 18:30:00 UTC-3","5 de junho de 2026 às 19:40:00 UTC-3","crossfire","./explore?q=crossfire&geo=BR"
"polônia x frança","1 mil+","5 de junho de 2026 às 12:10:00 UTC-3","5 de junho de 2026 às 14:10:00 UTC-3","polônia x frança","./explore?q=pol%C3%B4nia%20x%20fran%C3%A7a&geo=BR"
"penduricalhos","2 mil+","4 de junho de 2026 às 08:30:00 UTC-3","4 de junho de 2026 às 11:50:00 UTC-3","penduricalhos","./explore?q=penduricalhos&geo=BR"
"gustavo petro","1 mil+","6 de junho de 2026 às 12:50:00 UTC-3","6 de junho de 2026 às 14:10:00 UTC-3","gustavo petro","./explore?q=gustavo%20petro&geo=BR"
"italia","2 mil+","3 de junho de 2026 às 16:10:00 UTC-3","3 de junho de 2026 às 19:00:00 UTC-3","italia","./explore?q=italia&geo=BR"
"ivete sangalo","2 mil+","4 de junho de 2026 às 16:10:00 UTC-3","4 de junho de 2026 às 18:30:00 UTC-3","ivete sangalo","./explore?q=ivete%20sangalo&geo=BR"
"clube do remo","2 mil+","1 de junho de 2026 às 20:50:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","clube do remo","./explore?q=clube%20do%20remo&geo=BR"
"receita federal","5 mil+","2 de junho de 2026 às 05:00:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","receita federal","./explore?q=receita%20federal&geo=BR"
"chwalinska","1 mil+","6 de junho de 2026 às 10:50:00 UTC-3","6 de junho de 2026 às 12:20:00 UTC-3","chwalinska","./explore?q=chwalinska&geo=BR"
"esportiva bet","1 mil+","6 de junho de 2026 às 18:20:00 UTC-3","6 de junho de 2026 às 19:30:00 UTC-3","esportiva bet","./explore?q=esportiva%20bet&geo=BR"
"kate beckinsale","1 mil+","5 de junho de 2026 às 05:10:00 UTC-3","5 de junho de 2026 às 09:00:00 UTC-3","kate beckinsale","./explore?q=kate%20beckinsale&geo=BR"
"huracan","2 mil+","2 de junho de 2026 às 21:40:00 UTC-3","3 de junho de 2026 às 06:20:00 UTC-3","huracan,barracas central","./explore?q=huracan&geo=BR"
"clima em são paulo","1 mil+","6 de junho de 2026 às 05:00:00 UTC-3","6 de junho de 2026 às 08:00:00 UTC-3","clima em são paulo","./explore?q=clima%20em%20s%C3%A3o%20paulo&geo=BR"
"ederson atlanta","500+","7 de junho de 2026 às 13:40:00 UTC-3","7 de junho de 2026 às 14:20:00 UTC-3","ederson atlanta","./explore?q=ederson%20atlanta&geo=BR"
"gado","2 mil+","3 de junho de 2026 às 13:40:00 UTC-3","4 de junho de 2026 às 07:30:00 UTC-3","gado,parasita","./explore?q=gado&geo=BR"
"gabriel martinelli","1 mil+","6 de junho de 2026 às 20:50:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","gabriel martinelli","./explore?q=gabriel%20martinelli&geo=BR"
"mikal bridges","1 mil+","5 de junho de 2026 às 23:30:00 UTC-3","6 de junho de 2026 às 01:40:00 UTC-3","mikal bridges","./explore?q=mikal%20bridges&geo=BR"
"série de televisão","2 mil+","4 de junho de 2026 às 18:30:00 UTC-3","4 de junho de 2026 às 20:50:00 UTC-3","série de televisão","./explore?q=s%C3%A9rie%20de%20televis%C3%A3o&geo=BR"
"carol peixinho","500+","6 de junho de 2026 às 23:10:00 UTC-3","7 de junho de 2026 às 00:20:00 UTC-3","carol peixinho","./explore?q=carol%20peixinho&geo=BR"
"bakayoko","2 mil+","2 de junho de 2026 às 19:40:00 UTC-3","3 de junho de 2026 às 08:00:00 UTC-3","bakayoko,tiemoué bakayoko","./explore?q=bakayoko&geo=BR"
"espn","1 mil+","6 de junho de 2026 às 14:50:00 UTC-3","6 de junho de 2026 às 16:00:00 UTC-3","espn","./explore?q=espn&geo=BR"
"anthony head","1 mil+","5 de junho de 2026 às 13:40:00 UTC-3","5 de junho de 2026 às 15:50:00 UTC-3","anthony head","./explore?q=anthony%20head&geo=BR"
"pelé","2 mil+","3 de junho de 2026 às 18:50:00 UTC-3","3 de junho de 2026 às 22:10:00 UTC-3","pelé","./explore?q=pel%C3%A9&geo=BR"
"fifa+","1 mil+","4 de junho de 2026 às 22:50:00 UTC-3","5 de junho de 2026 às 01:00:00 UTC-3","fifa+","./explore?q=fifa%2B&geo=BR"
"panama fc","2 mil+","3 de junho de 2026 às 21:50:00 UTC-3","4 de junho de 2026 às 00:50:00 UTC-3","panama fc","./explore?q=panama%20fc&geo=BR"
"guatemala","1 mil+","4 de junho de 2026 às 21:20:00 UTC-3","4 de junho de 2026 às 23:40:00 UTC-3","guatemala","./explore?q=guatemala&geo=BR"
"kevin costner","200+","8 de junho de 2026 às 00:20:00 UTC-3","8 de junho de 2026 às 00:40:00 UTC-3","kevin costner","./explore?q=kevin%20costner&geo=BR"
"o que significa o feriado de corpus christi","1 mil+","4 de junho de 2026 às 07:20:00 UTC-3","4 de junho de 2026 às 11:00:00 UTC-3","o que significa o feriado de corpus christi","./explore?q=o%20que%20significa%20o%20feriado%20de%20corpus%20christi&geo=BR"
"ronaldinho gaúcho","500+","6 de junho de 2026 às 19:50:00 UTC-3","6 de junho de 2026 às 21:00:00 UTC-3","ronaldinho gaúcho","./explore?q=ronaldinho%20ga%C3%BAcho&geo=BR"
"morte","1 mil+","6 de junho de 2026 às 11:20:00 UTC-3","6 de junho de 2026 às 12:20:00 UTC-3","morte","./explore?q=morte&geo=BR"
"corpus cristi","1 mil+","4 de junho de 2026 às 07:30:00 UTC-3","4 de junho de 2026 às 11:00:00 UTC-3","corpus cristi","./explore?q=corpus%20cristi&geo=BR"
"lyanco","1 mil+","5 de junho de 2026 às 17:10:00 UTC-3","5 de junho de 2026 às 19:10:00 UTC-3","lyanco","./explore?q=lyanco&geo=BR"
"filmes em cartaz","2 mil+","4 de junho de 2026 às 12:30:00 UTC-3","4 de junho de 2026 às 15:50:00 UTC-3","filmes em cartaz","./explore?q=filmes%20em%20cartaz&geo=BR"
"georgia","1 mil+","5 de junho de 2026 às 13:40:00 UTC-3","5 de junho de 2026 às 15:30:00 UTC-3","georgia","./explore?q=georgia&geo=BR"
"rafael jodar","2 mil+","2 de junho de 2026 às 09:50:00 UTC-3","2 de junho de 2026 às 13:00:00 UTC-3","rafael jodar","./explore?q=rafael%20jodar&geo=BR"
"zezé di camargo","1 mil+","3 de junho de 2026 às 05:20:00 UTC-3","3 de junho de 2026 às 09:40:00 UTC-3","zezé di camargo","./explore?q=zez%C3%A9%20di%20camargo&geo=BR"
"harry kane","1 mil+","6 de junho de 2026 às 19:10:00 UTC-3","6 de junho de 2026 às 20:00:00 UTC-3","harry kane","./explore?q=harry%20kane&geo=BR"
"suiça","500+","6 de junho de 2026 às 17:40:00 UTC-3","6 de junho de 2026 às 18:50:00 UTC-3","suiça","./explore?q=sui%C3%A7a&geo=BR"
"coreia do sul x","1 mil+","3 de junho de 2026 às 22:20:00 UTC-3","4 de junho de 2026 às 06:10:00 UTC-3","coreia do sul x","./explore?q=coreia%20do%20sul%20x&geo=BR"
"ge tv ao vivo","500+","6 de junho de 2026 às 19:10:00 UTC-3","6 de junho de 2026 às 20:10:00 UTC-3","ge tv ao vivo","./explore?q=ge%20tv%20ao%20vivo&geo=BR"
"gana","2 mil+","2 de junho de 2026 às 16:30:00 UTC-3","2 de junho de 2026 às 19:00:00 UTC-3","gana","./explore?q=gana&geo=BR"
"guerra","2 mil+","4 de junho de 2026 às 05:50:00 UTC-3","4 de junho de 2026 às 09:10:00 UTC-3","guerra,presidente","./explore?q=guerra&geo=BR"
"john wick","500+","7 de junho de 2026 às 14:30:00 UTC-3","7 de junho de 2026 às 15:00:00 UTC-3","john wick","./explore?q=john%20wick&geo=BR"
